date,K_t,r_port,turnover,n_eff,w_SPX,w_BOND,w_GOLD,w_OIL,w_USD,p_g0,p_g1,p_g2,p_g3,p_g4,p_g5,dominant_regime
2025-12-26,2,-0.00168311887497986,2.882866168008036e-11,1.9230769246769466,0.0,0.5999999989183841,0.0,0.0,0.40000000108161593,0.9894916518665303,0.010508348133469701,0.0,0.0,0.0,0.0,0
2025-12-29,2,0.002400715890866227,3.624656130796211e-11,1.9230769246233275,0.0,0.5999999989546306,0.0,0.0,0.40000000104536937,0.9898928254646232,0.010107174535376759,0.0,0.0,0.0,0.0,0
2025-12-30,2,-0.0003959123590787313,3.634142986541633e-11,1.9230769245695687,0.0,0.599999998990972,0.0,0.0,0.4000000010090279,0.9912595647081274,0.008740435291872607,0.0,0.0,0.0,0.0,0
2025-12-31,2,-0.005095320545422736,2.6817437159820656e-12,1.9230769245735344,0.0,0.5999999989882904,0.0,0.0,0.40000000101170974,0.9909584817690954,0.009041518230904618,0.0,0.0,0.0,0.0,0
2026-01-02,2,0.00028655547214828176,5.029140992540704e-11,1.9230769246479305,0.0,0.5999999989379989,0.0,0.0,0.4000000010620011,0.04171854158487999,0.95828145841512,0.0,0.0,0.0,0.0,1
2026-01-05,2,0.0023665517114321664,8.404729689992507e-11,1.9230769245236,0.0,0.5999999990220463,0.0,0.0,0.40000000097795385,0.9911349499973873,0.008865050002612822,0.0,0.0,0.0,0.0,0
2026-01-06,2,9.156799881518391e-05,2.34374186725006e-11,1.9230769244889296,0.0,0.5999999990454836,0.0,0.0,0.4000000009545164,0.9913007770341928,0.008699222965807255,0.0,0.0,0.0,0.0,0
2026-01-07,2,0.004084420120001889,1.10772502281975e-12,1.9230769244872905,0.0,0.5999999990465914,0.0,0.0,0.4000000009534087,0.9913823740920309,0.008617625907969115,0.0,0.0,0.0,0.0,0
2026-01-08,2,-0.0019866252131556395,5.701272787206335e-12,1.9230769244957249,0.0,0.5999999990408901,0.0,0.0,0.4000000009591099,0.9913920496103844,0.008607950389615614,0.0,0.0,0.0,0.0,0
2026-01-09,2,0.0048499125678098855,2.924743780496897e-11,1.9230769245389907,0.0,0.5999999990116426,0.0,0.0,0.4000000009883573,0.9902236837519972,0.009776316248002783,0.0,0.0,0.0,0.0,0
2026-01-12,2,-0.002509256346387444,6.319750278649394e-12,1.9230769245483388,0.0,0.5999999990053229,0.0,0.0,0.4000000009946771,0.9902358730854822,0.009764126914517827,0.0,0.0,0.0,0.0,0
2026-01-13,2,0.0020507750977622734,2.078706651253981e-11,1.9230769245175894,0.0,0.5999999990261099,0.0,0.0,0.40000000097389,0.991442045003532,0.00855795499646809,0.0,0.0,0.0,0.0,0
2026-01-14,2,0.0031817395100562722,6.05724637114946e-11,1.923076924607193,0.0,0.5999999989655375,0.0,0.0,0.4000000010344625,0.9894847174450553,0.01051528255494469,0.0,0.0,0.0,0.0,0
2026-01-15,2,0.0013250473758590713,2.382227748398691e-11,1.9230769245719532,0.0,0.5999999989893597,0.0,0.0,0.4000000010106402,0.9900574229267302,0.009942577073269884,0.0,0.0,0.0,0.0,0
2026-01-16,2,-0.0034750944672604163,3.101052747922495e-11,1.9230769245260795,0.0,0.5999999990203703,0.0,0.0,0.4000000009796297,0.9914065145004709,0.008593485499529097,0.0,0.0,0.0,0.0,0
2026-01-20,2,-0.011131820603826415,7.397860102287268e-12,1.9230769245370232,0.0,0.5999999990129724,0.0,0.0,0.40000000098702754,0.9911931424708179,0.008806857529182132,0.0,0.0,0.0,0.0,0
2026-01-21,2,0.005433855702756284,1.685512840410297e-12,1.923076924539517,0.0,0.5999999990112869,0.0,0.0,0.400000000988713,0.9914075938054585,0.008592406194541446,0.0,0.0,0.0,0.0,0
2026-01-22,2,0.000841639084090259,1.739811072987152e-11,1.9230769245652533,0.0,0.5999999989938888,0.0,0.0,0.40000000100611116,0.9910625731389747,0.008937426861025284,0.0,0.0,0.0,0.0,0
2026-01-23,2,-0.0019117006200240064,1.6425113213980325e-09,1.9230769269950043,0.0,0.5999999973513774,0.0,0.0,0.40000000264862245,0.7424858445406373,0.2575141554593627,0.0,0.0,0.0,0.0,0
